HMM Name	HMM Length	Target Name	Target Length	i-Evalue	HMM From	HMM To	Target From	Target To	Coverage	HMM File Name
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	saur	470	1.5597598971571932e-246	2	461	5	467	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	saus	470	7.475267811548842e-247	2	461	5	467	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	saut	470	3.871267729315398e-247	2	461	5	467	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sauu	470	7.475267811548842e-247	2	461	5	467	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sauv	470	3.871267729315398e-247	2	461	5	467	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sauw	470	3.871267729315398e-247	2	461	5	467	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	saux	470	3.871267729315398e-247	2	461	5	467	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sauy	470	3.871267729315398e-247	2	461	5	467	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sauz	470	1.5597598971571932e-246	2	461	5	467	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sav	470	3.871267729315398e-247	2	461	5	467	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	saw	470	3.871267729315398e-247	2	461	5	467	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sax	470	1.5597598971571932e-246	2	461	5	467	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sca	485	5.979974482891929e-225	1	458	20	479	0.9934924078091106	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	scai	468	1.1240022480474777e-245	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	scap	470	1.3266793536012602e-245	1	461	4	467	1.0	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	scar	470	8.37504939300852e-246	1	461	4	467	1.0	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	scf	468	3.335577240289301e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	scg	468	5.90482399784616e-243	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	schj	467	7.88144259668244e-246	2	460	4	463	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	schr	467	9.309501519564792e-249	1	460	3	463	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	scla	381	6.870357572556665e-144	101	460	2	363	0.7809110629067245	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	scon	468	3.50311402256117e-243	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	scos	468	3.50311402256117e-243	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	scp	468	3.7244769090906003e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	scv	468	2.544447743204709e-226	1	458	3	462	0.9934924078091106	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sda	468	5.536564094113002e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sdb	468	2.5631725807872028e-226	1	459	3	463	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sden	468	4.268824619503444e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sdev	470	5.567806154739703e-246	1	460	4	466	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sdo	470	2.846044387065802e-247	1	460	4	466	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sdq	468	3.508732310264368e-245	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sdt	468	5.644950989146244e-247	1	460	3	463	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sep	470	3.495862203118441e-246	1	460	4	466	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sepp	470	6.109770610697303e-246	1	460	4	466	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	seps	470	3.9019524158681e-246	1	460	4	466	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	seq	469	2.3063168511692307e-241	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sequ	469	1.130586717659874e-240	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	ser	470	3.495862203118441e-246	1	460	4	466	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sez	469	1.274841685259912e-240	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sezo	469	1.130586717659874e-240	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sfer	468	1.7182378118874349e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sfq	467	7.132223420411987e-247	1	460	3	463	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sga	466	2.2261785985550508e-244	1	461	3	463	1.0	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sga_1	468	3.265929805153188e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sgg	466	2.2261785985550508e-244	1	461	3	463	1.0	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sgg_1	468	1.4436298251882312e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sgo	468	5.310032204629045e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sgt	466	2.2261785985550508e-244	1	461	3	463	1.0	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sgt_1	468	1.4436298251882312e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sha	469	6.821535796453327e-246	1	460	3	465	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	shh	469	6.821535796453327e-246	1	460	3	465	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	shom	470	2.0437745947263982e-246	1	460	4	466	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	shu	467	5.019872185154422e-247	1	460	3	463	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sib	468	2.0300040606959332e-244	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sie	468	4.030679340316351e-244	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sig	468	3.050263379699346e-244	2	459	5	463	0.9934924078091106	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sins	468	1.7487564329247998e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	siu	468	2.437255592686788e-244	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sjj	468	2.864375881621147e-244	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	ski	468	3.050263379699346e-244	2	459	5	463	0.9934924078091106	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	slat	468	2.8520202319218867e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	slg	469	6.324960579229453e-246	1	460	3	465	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	slin	468	4.995153905170366e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sll	481	9.586348724618768e-188	7	460	5	462	0.9848156182212582	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sln	469	6.324960579229453e-246	1	460	3	465	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	slu	466	3.1683751258616e-243	1	461	3	463	1.0	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	slu_1	475	1.771808280613967e-245	2	460	12	471	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	slz	467	8.405092677283695e-246	1	460	3	463	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	smb	468	2.319942626888717e-245	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	smc	468	1.121991624829988e-245	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	smen	468	2.1943880213628327e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	smie	466	1.0130776197820858e-242	1	461	3	463	1.0	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	smj	468	1.3010285063481213e-245	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	smn	466	2.6785121375406373e-243	1	461	3	463	1.0	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	smn_1	468	1.8066639208609129e-245	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	smn_2	468	3.79415318333204e-247	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	smu	468	8.976535511735868e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	smua	468	8.976535511735868e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	smut	468	1.1683121014517418e-245	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	snb	470	6.67623473123399e-212	2	458	9	468	0.9913232104121475	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	snb_1	468	2.864375881621147e-244	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	snc	470	1.2815388544427523e-211	2	458	9	468	0.9913232104121475	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	snc_1	468	4.384911355816604e-244	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	snd	470	1.2815388544427523e-211	2	458	9	468	0.9913232104121475	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	snd_1	468	4.384911355816604e-244	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sne	468	8.102260527158279e-245	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sni	470	5.80630790907698e-212	2	458	9	468	0.9913232104121475	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sni_1	468	9.98006062678598e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	snid	468	2.5313487362801747e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	snm	470	5.4913699343778136e-213	2	458	9	468	0.9913232104121475	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	snm_1	468	7.165197495922097e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	snp	470	2.6628144535494664e-213	2	458	9	468	0.9913232104121475	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	snp_1	468	7.165197495922097e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	snt	470	1.2815388544427523e-211	2	458	9	468	0.9913232104121475	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	snt_1	468	4.384911355816604e-244	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	snu	468	2.527273501958769e-245	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	snv	468	7.165197495922097e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	snx	468	4.7422946209455334e-244	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sor	468	1.3074779458198054e-245	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sos	468	1.6182380251886275e-244	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	soz	477	8.1333346097066e-246	2	460	14	473	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spa	468	2.3771053106401257e-245	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spam	468	3.957940251614505e-245	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spas	470	2.846044387065802e-247	1	460	4	466	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spat	467	3.722763200744645e-245	2	460	4	463	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spb	468	2.445539056299523e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spd	470	2.1416501104706485e-210	2	458	9	468	0.9913232104121475	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spd_1	468	2.527273501958769e-245	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spei	466	1.991196360559448e-243	1	461	3	463	1.0	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spet	469	5.6449065748001e-243	2	461	5	467	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spf	468	4.700390726178878e-245	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spg	468	1.1001949722593516e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sph	468	1.514885517796805e-245	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spi	482	2.8739159125510677e-244	2	460	19	478	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spic	468	3.9588969264135244e-227	1	459	3	463	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spj	468	6.910217809801979e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spk	468	6.910217809801979e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	splr	468	1.1681626998315062e-245	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spm	468	1.1775120202862325e-245	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spn	470	5.638970712584772e-212	2	458	9	468	0.9913232104121475	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spn_1	468	1.3293967597495173e-245	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spne	468	4.7422946209455334e-244	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spne_1	470	2.3916935684955616e-213	2	458	9	468	0.9913232104121475	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spng	470	2.0490722309922408e-213	2	458	9	468	0.9913232104121475	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spng_1	468	7.165197495922097e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spnm	468	4.7422946209455334e-244	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spnn	470	1.2815388544427523e-211	2	458	9	468	0.9913232104121475	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spnn_1	468	4.384911355816604e-244	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spno	468	4.7422946209455334e-244	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spnu	468	4.7422946209455334e-244	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spp	470	2.0490722309922408e-213	2	458	9	468	0.9913232104121475	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spp_1	468	6.20880826102029e-245	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spr	470	2.1416501104706485e-210	2	458	9	468	0.9913232104121475	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spr_1	468	2.527273501958769e-245	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sps	468	1.1001949722593516e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spv	470	5.095750053241438e-213	2	458	9	468	0.9913232104121475	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spv_1	468	6.5567246439823954e-245	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spw	471	7.347381408738432e-246	2	460	8	467	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spx	470	9.520741490331315e-213	2	458	9	468	0.9913232104121475	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spx_1	468	7.781623178968833e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spy	468	6.338186030778532e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spya	468	6.338186030778532e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spyh	468	2.358834595146351e-245	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spym	482	7.112853318880214e-246	2	460	19	478	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spyo	468	2.599587086242573e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	spz	477	6.827063116350284e-246	2	460	14	473	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	srai	467	1.562701812111886e-245	1	460	3	463	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	srat	468	4.3418684797053366e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sri	472	1.8726317482589103e-224	1	459	4	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	srot	470	1.0006298746645999e-247	2	461	5	467	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	srp	468	9.743305846759511e-247	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	srq	468	5.294661997858289e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	srum	466	2.2106886032095617e-243	1	461	3	463	1.0	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	ssa	468	3.5951551690675094e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	ssb	468	5.462202484862494e-247	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	ssb_1	468	9.743305846759511e-247	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	ssch	470	2.6937502962616903e-223	2	459	4	464	0.9934924078091106	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sscu	471	3.5990913450668223e-228	2	459	4	464	0.9934924078091106	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sscz	470	3.967820256303273e-223	2	459	4	464	0.9934924078091106	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	ssd	468	3.9299629285070506e-247	1	460	3	463	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	ssf	468	9.743305846759511e-247	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	ssh	470	1.1763980048524165e-246	2	461	5	467	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	ssi	468	9.743305846759511e-247	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	ssif	424	1.9070255095616327e-136	157	459	116	419	0.6572668112798264	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	ssim	470	2.59648605467595e-246	1	460	4	466	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	ssob	467	2.646323852036073e-246	2	460	4	463	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	ssq	468	1.9857195288994879e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sss	468	9.743305846759511e-247	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sst	468	1.9857195288994879e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	ssu	475	1.0330594065207096e-246	2	460	12	471	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	ssui	468	1.3554217789865768e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	ssus	468	9.743305846759511e-247	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	ssuy	468	1.9857195288994879e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	ssv	475	1.25484817794336e-244	2	460	12	471	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	ssw	475	1.0330594065207096e-246	2	460	12	471	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	stag	469	4.8955282621981286e-244	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	stas	470	1.0274030156151489e-245	1	460	4	466	0.9978308026030368	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	stb	466	3.205161849721636e-244	1	461	3	463	1.0	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	stb_1	468	1.910147468347276e-247	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	std	468	1.9511656488011947e-245	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	stg	468	1.4875602761608078e-245	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	stoy	468	1.2356744201211039e-245	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	str	468	3.2178738342263196e-230	2	460	4	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	stra	492	2.8276874180546245e-246	2	460	29	488	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	strg	468	1.0358996951521398e-244	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	stv	468	8.649351407030562e-246	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	stx	468	1.4875602761608078e-245	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	stz	468	7.332113856665738e-245	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sub	468	1.7522042028256557e-245	2	460	5	464	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	sub_1	467	2.902110825343311e-239	2	460	4	463	0.9956616052060736	dbCAN-sub
GH1_e65.hmm|GH1:2301|3.2.1.85:20	461	suc	470	3.871267729315398e-247	2	461	5	467	0.9978308026030368	dbCAN-sub
